config_id,model_valid,window_start,window_end,W,representation,grouping_method,total_nnz,regular_slots,anchor_slots,anchor_true_nnz,anchor_holes,sparse_additions,support_metadata_bits,value_bytes,total_transfer_bytes,byte_ratio_to_dense,byte_ratio_to_independent,byte_ratio_to_phase0,byte_ratio_to_delta_v1,metadata_ratio_to_full_bitmap,analytical_proxy_speedup_rho1_10,analytical_proxy_speedup_rho1_25,analytical_proxy_speedup_rho1_50,replay_amplification,independently_decodable,exact_decode_pass
cora_resgcn16,False,8,11,4,R0_INDEPENDENT,window_cost_cluster,237929,0,0,0,0,237929,704080,951716,2055744,0.7413450886262924,1.0,1.7551499918037266,1.9528818093385214,1.015625,0.9774021279217845,0.9774021279217845,0.9774021279217845,1.0,True,True
cora_resgcn16,False,8,11,4,R1_DELTA_V1,window_cost_cluster,237929,106352,106352,102021,4331,135908,430096,951716,1052672,0.37961595273264404,0.5120637589116155,0.8987487022567073,1.0,0.6204071270310192,1.8122966746619398,1.6817266166710254,1.6431447296634691,1.0,False,True
cora_resgcn16,False,8,11,4,R2_CHAIN_GAP,window_cost_cluster,237929,0,0,0,0,237929,675181,951716,1064064,0.3837241506646972,0.517605304940693,0.9084749467242227,1.0108219844357977,0.9739386193685377,1.7477308528717064,1.5451879091931209,1.2950508037290087,1.7257520575964074,False,True
cora_resgcn16,False,8,11,4,R3_MOSAIC_ANCHOR,window_cost_cluster,237929,110132,110132,110132,0,127797,737167,951716,1066752,0.38469350073855246,0.5189128607453068,0.9107699032839736,1.013375486381323,1.0633525087703102,1.814674803615331,1.6910541947371553,1.5186319298284807,1.0,True,True
cora_resgcn16,False,12,15,4,R0_INDEPENDENT,window_cost_cluster,209621,0,0,0,0,209621,704080,838484,2003520,0.7225120014771049,1.0,1.926698670605613,2.144618757278893,1.015625,0.9744284638484209,0.9744284638484209,0.9744284638484209,1.0,True,True
cora_resgcn16,False,12,15,4,R1_DELTA_V1,window_cost_cluster,209621,75552,75552,72308,3244,137313,423808,838484,934208,0.3368953101920236,0.46628334131927807,0.8983874938453964,1.0,0.6113367799113737,1.7976376639397507,1.6517604832648944,1.638701053010108,1.0,False,True
cora_resgcn16,False,12,15,4,R2_CHAIN_GAP,window_cost_cluster,209621,0,0,0,0,209621,680259,838484,952256,0.3434038035450517,0.47529148698291007,0.9157434761201378,1.0193190381585258,0.9812635593611522,1.7380565151726834,1.5376210888252149,1.2897313277641307,1.758231791126615,False,True
cora_resgcn16,False,12,15,4,R3_MOSAIC_ANCHOR,window_cost_cluster,209621,84760,84760,84760,0,124861,685615,838484,947392,0.34164974150664695,0.4728637597827823,0.9110659773510585,1.0141124888675754,0.9889895102474151,1.8007122237298239,1.6666398329551768,1.4826542935906029,1.0,True,True
pubmed_deepres28_w128,False,4,7,4,R0_INDEPENDENT,window_cost_cluster,4933304,0,0,0,0,4933304,10173972,19733216,26904128,0.6662667368260892,1.0,1.207497579989602,1.2944395176686496,1.0078125,0.9841436557716329,0.9841436557716329,0.9841436557716329,1.0,True,True
pubmed_deepres28_w128,False,4,7,4,R1_DELTA_V1,window_cost_cluster,4933304,3963704,3963704,3846159,117545,1087145,2680288,19733216,20784384,0.5147144596033879,0.7725351291816631,0.9328342989438126,1.0,0.26550375310645635,1.8968980437834229,1.8392357072710344,1.7549812266288916,1.0,False,True
